text,true_label,pred_label
fantasy football back tv go sky gamestar sky active play 250k dream team register sky opt 88088,spam,ham
except theres chick huge boobs,ham,ham
hv completed transaction aud 788 93 06 02 17 03 27 31 pm please follow link done,smishing,ham
change fb jaykwon thuglyfe falconerf,ham,ham
ok take care umma,ham,ham
ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,ham,ham
rediscover deeper meaning life means attain true peace understand essence true sikh sms join gurubani 09219592195,spam,ham
sense foot penis,ham,ham
hmm bad news hype park plaza 700 studio taken left 2 bedrm 900,ham,ham
valued customer pleased advise following recent review mob awarded 1500 bonus prize call 09066364589,smishing,smishing
hi spoke maneesha v satisfied experience reply yes else,ham,ham
k text way,ham,ham
hear,ham,ham
important prevent dehydration giving enough fluids,ham,ham
double mins double txt 1 2 price call mobileupd8 latest offers 08000839402 call2optout lf56,spam,spam
christmas occasion celebrated reflection ur values desires affections amp traditions ideal christmas,ham,ham
play w computer aiyah tok 2 u lor,ham,ham
well right gonna get check today steam sales pee text want come get,ham,ham
think fixed send test message,ham,ham
famous quote develop ability listen anything unconditionally without losing temper self confidence means married,ham,ham
sounds good fingers makes difficult type,ham,ham
please complete registration process using service code 943 tid 020001951238,spam,ham
hui xin da lib,ham,ham
want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow,smishing,smishing
reminder downloaded content already paid goto mymoby tv collect content,smishing,ham
quite know still get hold anyone cud pick bout 7 30pm see pub,ham,ham
good morning im suffering fever dysentry able come office today,ham,ham
hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx,ham,ham
well,ham,ham
ok message u leave house,ham,ham
no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates pobox 36504 w45wq norm150p tone 16,spam,spam
hmmm thought said 2 hours slave 3 late punish,ham,ham
going buy mum present ar,ham,ham
cant pick phone right call u later,ham,ham
dude go sup,ham,ham
dear denying words please,ham,ham
really quite funny lor wat u shd haf run shorter distance wat,ham,ham
much ur hdd casing cost,ham,ham
send ur friends receive something ur voice speaking expression 1 childish 2 naughty 3 sentiment 4 rowdy 5 ful attitude 6 romantic 7 shy 8 attractive 9 funny lt gt irritating lt gt lovable reply,ham,ham
2 celebrate b day else,ham,ham
r home coming within 20 mins,ham,ham
ok sent u da latest version da project,ham,ham
hahaha use brain dear thats important,ham,ham
k sure relatives home sms de pls,ham,ham
best line said love wait till day forget u day u realize u cannot forget gn,ham,ham
current food alone also,ham,ham
tell drug dealer getting impatient,ham,ham
come tomorrow di,ham,ham
aight wat happening side,ham,ham
ok arm feeling weak cuz got shot go another time,ham,ham
hey iouri gave number wylie ryan friend,ham,ham
ever one foot,ham,ham
leave de start prepare next,ham,ham
dear paytm customer paytm kyc expired contact customer care 6299257179 immediately account block within 24 hr thank paytm team,smishing,smishing
late 3,ham,ham
hmm shall bring bottle wine keep us amused joking still bring bottle red white see tomorrow,ham,ham
right make appointment right,ham,ham
todays voda numbers ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rates app,smishing,smishing
urgent 1 week free membership 100 000 prize jackpot txt word claim 81010 c lccltd pobox 4403ldnw1a7rw18,smishing,smishing
yes innocent fun,ham,ham
hello darling today would love chat dont tell look like sexy,spam,ham
joining today formally pls keep praying talk later,ham,ham
think could stop like hour roommate looking stock trip,ham,ham
call u finish come n pick u,ham,ham
dont know oh,ham,ham
u find time bus coz need sort stuff,ham,ham
reassuring crazy world,ham,ham
boy late 2 home father power frndship,ham,ham
urgent 2nd attempt contact u 900 prize yesterday still awaiting collection claim call 09061702894,smishing,smishing
urgent trying contact last weekends draw shows u 1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,smishing,smishing
get cash together text jason,ham,ham
6 get ok,ham,ham
bmo noticed unusual activites online account required verify account details,smishing,ham
ok let noe later n ask call u tmr,ham,ham
good morning plz call sir,ham,ham
2 000 cash 5 000 prize claim call09050000337,smishing,smishing
kallis home ground amla home town durban,ham,ham
aiyo cos sms neva reply wait 4 reply lar tot havent finish ur lab wat,ham,ham
dont search love let love find u thats called falling love,ham,ham
one issues california okay snow manageable,ham,ham
nothing much chillin home super bowl plan,ham,ham
free video camera phones half price line rental 12 mths 500 cross ntwk mins 100 txts call mobileupd8 08001950382,spam,spam
hey happy birthday,ham,ham
please call customer service representative 8536074310 10am 9pm w0n guaranteed cash prize rs 10 00 000 fl1pkart team,smishing,smishing
u get 2 phone wanna chat 2 set meet call 09096102316 u cum 2moro luv jane xx calls 1 minmoremobsemspobox45po139wa,spam,ham
sounds gd haha wah u yan jiu fast liao,ham,ham
way office,ham,ham
taking half day leave bec well,ham,ham
wait know wesleys town bet hella drugs,ham,ham
yeah probably still gotta check leo,ham,ham
get official england poly ringtone colour flag yer mobile tonights game text tone flag 84199,spam,spam
u horrible gal u knew dat going wif yest n u still come n ask,ham,ham
g wants know,ham,ham
someone contacted dating service entered phone becausethey fancy find call landline 09058098002 pobox1 w14rg 150p,smishing,smishing
mean come chase stated watch many movies want,ham,ham
r u sure understand wine good idea slurp,ham,ham
honey pls find much sell predicte nigeria many times used important reply monday,ham,ham
convey regards best,ham,ham
yup msg tat yijue tot group mate cos meeting today mah askin leaving earlier wat mah cos mayb haf walk v far,ham,ham
turns friends staying whole show back til time feel free go ahead smoke worth worth,ham,ham
people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends,ham,ham
nt yet chikku simple habba hw abt u,ham,ham
random saw old roomate campus graduated,ham,ham
good evening sir hope nice day wanted bring notice late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything,ham,ham
nothing getting msgs dis name wit different,ham,ham
sun anti sleep medicine,ham,ham
hurry home soup done,ham,ham
life strict teacher bcoz teacher teaches lesson amp conducts exam life first conducts exam amp teaches lessons happy morning,ham,ham
free day finish 6 mon n thurs,ham,ham
ok waliking ard u wan 2 buy anything go ur house,ham,ham
hi cts employee,ham,ham
yes office da,ham,ham
please stay home encourage notion staying home tax paying citizens entitled 305 96 emergency refund smsg io fcvbd,smishing,ham
hopeing pissed remember gone sisters something,ham,ham
little difficult simple way enter place,ham,ham
feel nauseous pissed eat sweets week cause today planning pig dieting week hungry,ham,ham
winner specially selected receive 1000 cash 2000 award speak live operator claim call 087123002209am 7pm cost 10p,smishing,smishing
u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx,ham,ham
one registered subscribers u enter draw 4 100 g b gift voucher replying enter unsubscribe text stop,spam,spam
sorry never hear unless book one kinda joke thet really looking skinny white girls one line much camera something like casting look,ham,ham
think go honesty road call bank tomorrow tough decisions make us great people,ham,ham
probs hon u doinat mo,ham,ham
frnd juz word merely relationship silent promise says wherevr whenevr forevr gudnyt dear,ham,ham
home watching tv lor,ham,ham
could work reach consensus next meeting,ham,ham
plm come da way,ham,ham
well done luv ya,ham,ham
urgent 2nd attempt contact u u 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary max 7 50,smishing,smishing
weird know one point,ham,ham
good afternoon love goes day woke early online waiting hmmm italian boy online see grins,ham,ham
aiyah ok wat long got improve already wat,ham,ham
guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx,smishing,smishing
cos want thing,ham,ham
fine difficulties phone works mine pls send another friend request,ham,ham
thinkin someone good drugs,ham,ham
parents kidz friends n colleagues screaming surprise,ham,ham
wot u wanna missy,ham,ham
mobile 10 mths update latest camera video phones free keep ur number get extra free mins texts text yes call,spam,spam
tell rob mack gf theater,ham,ham
watching cartoon listening music amp eve go temple amp church u,ham,ham
b late love mum,ham,ham
played smash bros lt gt religiously,ham,ham
englishvocabulary ululate mourn loudly shrilly ad unlimited free calls mobile try today share wid frnd,smishing,ham
yar tot u knew dis would happen long ago already,ham,ham
happen,ham,ham
say dying man feel sad go wanted know would probably gone late night,ham,ham
hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost 150p 08712400603,spam,ham
dai da send resume id,ham,ham
know need get hotel got invitation apologise cali sweet come english bloke weddin,ham,ham
dear voucher holder claim weeks offer pc please go ts cs apply,smishing,smishing
room need,ham,ham
love sushma love u lot,ham,ham
lag sad part keep touch thanks skype,ham,ham
seems unnecessarily hostile,ham,ham
ok part tomorrow,ham,ham
telling coulda real valentine u never pick nothing,ham,ham
know dad back,ham,ham
okie thanx,ham,ham
said would woke,ham,ham
think spatula hands,ham,ham
reach 9 telling dont know,ham,ham
ummma call check life begin qatar pls pray hard,ham,ham
guys,ham,ham
buying today need c meh,ham,ham
gud mrng dear hav nice day well stay blessed,ham,ham
urgent 1 week free membership 100 000 prize jackpot txt word claim 81010 c,smishing,smishing
cool like swimming pool jacuzzi house,ham,ham
want new video phone 750 anytime network mins half price line rental free text 3 months reply call 08000930705 free delivery,spam,smishing
u still havent got urself jacket ah,ham,ham
xy going 4 e lunch,ham,ham
sorry dude dont know forgot even dan reminded sorry hope guys fun,ham,ham
thk 50 shd ok said plus minus 10 leave line paragraphs,ham,ham
fact leave think addie goes back school tues wed,ham,ham
certainly puts things perspective something like happens,ham,ham
cool ta luv v tired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x,ham,ham
sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl,ham,ham
yeah able text ready meet,ham,ham
ok thanx gd nite 2,ham,ham
playng 9 doors game gt racing phone lol,ham,ham
cashbin co uk get lots cash weekend dear welcome weekend got biggest best ever cash give away,spam,ham
send naughty pix,ham,ham
think might give miss teaching til twelve lecture two damn working thing,ham,ham
project pa come,ham,ham
1st wk free gr8 tones str8 2 u wk txt nokia 8007 classic nokia tones hit 8007 polys nokia 150p poly 200p 16,spam,spam
haha okay today weekend leh,ham,ham
let know kicks,ham,ham
increase chance winning,ham,ham
dear paytm customer paytm kyc suspended pay tm office ph 7679046492 paytm c block within 24hr thank,smishing,smishing
gal n boy walking park gal hold ur hand boy u think would run away gal jst wana c feels walking heaven prince gn,ham,ham
sorry call later meeting thing related trade please call arul lt gt,ham,ham
yo guess dropped,ham,ham
urgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50,smishing,smishing
none nowhere ikno doesdiscount shitinnit,ham,ham
thats cool gentleman treat dignity respect,ham,ham
u got persons story well,ham,ham
yes obviously eggs pert potato head speak soon,ham,ham
last chance claim ur 150 worth discount vouchers today text shop 85023,smishing,ham
funeral home audrey dad,ham,ham
nice day impressively sensible went home early feel fine boring remember,ham,ham
please send aunty number,ham,ham
know thing wrong everyso often panicks starts goin bout bein good enough,ham,ham
escape theatre going watch kavalan minutes,ham,ham
oh k think wi nz players unsold,ham,ham
necessarily respectful,ham,ham
want funk ur fone weekly new tone reply tones2u 2 text original n best,spam,spam
bankofamerica alert 137943 please follow activate,smishing,ham
wet right,ham,ham
sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,ham,ham
lol alright thinkin haha,ham,ham
lovely night wake see message hope smile knowing great morning,ham,ham
today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss calls u get u get 6missed u marry ur lover,ham,ham
87077 kick new season 2wks free goals news ur mobile txt ur club name 87077 eg villa 87077,spam,spam
better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,ham,ham
mobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680 offer ends 28thfeb c apply,smishing,smishing
get rid cockroach termite bedbug rats pest 4best deals pestcontrolservices chemical herbal odorless dial n ask 080 62222222,spam,ham
u lunch alone bored,ham,ham
ok set let u noe e details later,ham,ham
tirupur da started office call,ham,ham
hello going village pub 8 either come accordingly ok,ham,ham
didnt get anything da,ham,ham
meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,ham,ham
cos lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,ham,ham
valentines day special win 1000 quiz take partner trip lifetime send go 83600 150p msg rcvd custcare 08718720201,spam,spam
500 new mobiles 2004 must go txt nokia 89545 collect today 1 2optout 087187262701 50gbp mtmsg18,smishing,spam
loan purpose 500 75 000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help,smishing,smishing
dunno da next show aft 6 850 toa payoh got 650,ham,ham
mum going robinson already,ham,ham
sleeping nt feeling well,ham,ham
plans family set stone,ham,ham
babe lost try rebooting,ham,ham
wat time u finish ur lect today,ham,ham
todays voda numbers ending 1225 selected receive 50award match please call 08712300220 quoting claim code 3100 standard rates app,smishing,smishing
aight pick open tonight,ham,ham
exact intentions,ham,ham
10 min later k,ham,ham
hmm yeah grooved im looking forward pound special,ham,ham
idea soon get converted live,ham,ham
hi darlin youphone im athome youwanna chat,ham,ham
yeah right bring tape measure fri,ham,ham
nt goin got somethin unless meetin 4 dinner lor haha wonder go tis time,ham,ham
thx well months,ham,ham
nice new shirts thing wear nudist themed mu,ham,ham
mmmmm loved waking words morning miss love hope day goes well happy wait us together,ham,ham
xy ur car u picking,ham,ham
look back building coat want get sick hurry home wear coat gym,ham,ham
still game,ham,ham
ripped get mobile content call 08717509990 poly true pix ringtones games six downloads 3,spam,spam
u sending home first ok lor ready yet,ham,ham
ya referin mei ex wat ah waitin 4 u treat somebody shld b rich liao gd den u dun work frm tmr onwards,ham,ham
beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,ham,ham
true passable get high score apply phd get 5years salary makes life easier,ham,ham
owe last tax year please follow secure link information,smishing,ham
nervous lt gt,ham,ham
discount code rp176781 stop messages reply stop customer services 08717205546,smishing,smishing
wont b 2 15 trying 2 sort house ok,ham,ham
wont touch permission,ham,ham
ha ha cool cool chikku chikku db,ham,ham
apart one told yesterday,ham,ham
lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,ham,ham
hi ya babe x u 4goten bout scammers getting smart though regular vodafone respond get prem rate msg subscription nos used also beware,spam,ham
atm block dear customer due system upgrade atm card de activated activate call customer care help 6200992462,smishing,smishing
esplanade lor else,ham,ham
yeah fact asked needed anything like hour ago much,ham,ham
review keep fantastic nokia n gage game deck club nokia go 2 unsubscribe alerts reply word,spam,spam
hai dear friends new amp present number rajitha raj ranju,ham,ham
aight text address,ham,ham
probably lt gt,ham,ham
free 1st week entry 2 textpod 4 chance 2 win 40gb ipod 250 cash every wk txt vpod 81303 ts cs custcare 08712405020,smishing,spam
collecting ur laptop going configure da settings izzit,ham,ham
4 chance 2 win 40gb ipod 250 cash every wk txt pod 84128 ts cs custcare 08712405020,spam,spam
think sent text home phone cant display texts still want send number,ham,ham
ok stay night xavier sleeping bag getting tired,ham,ham
6171 rmo 00 aeon rs 4399 charged card num 97 lazo klia2 19 10 2016 call 0327884425 perform txn code356931,smishing,ham
good day pray remove teeth painful maintaining stuff,ham,ham
good wondering wont say hi smiling coping long distance,ham,ham
u know real friendship,ham,ham
oor step service passport assistance pan card income tax return vat return service tax return contact ons 9650669988 jwala heri mkt paschim viha,spam,ham
thk wat eat tonight,ham,ham
ha say read anything way u seemed like 2 judgemental save fridays pub,ham,ham
dont talk ever ok word,ham,ham
okie scared u say fat u dun wan already,ham,ham
also chat awesome make regular unless see person,ham,ham
yo dude guess got arrested day,ham,ham
wat time liao still got,ham,ham
lyricalladie 21 f inviting friend reply yes 910 910 see stop send stop frnd 62468,spam,spam
superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today,ham,ham
dear voucher holder 2 claim 1st class airport lounge passes using holiday voucher call 08704439680 booking quote 1st class x 2,smishing,ham
hey r watching movie tonight prob b home early,ham,ham
sir 8 hr trip bus last week another audition next wednesday think might drive time,ham,ham
free ringtone waiting collected simply text password mix 85069 verify get usher britney,spam,ham
enjoy watching playing football basketball anything outdoors,ham,ham
pandy joined 4w technologies today got job,ham,ham
took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow,ham,ham
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logo pic,spam,spam
hi elaine today meeting confirmed,ham,ham
fuuuuck need stop sleepin sup,ham,ham
get gandhipuram walk cross cut road right side lt gt street road turn first right,ham,ham
ello babe u ok,ham,ham
hi missed call mumhas beendropping red wine theplace adress,ham,ham
think rule tamilnadu tough people,ham,ham
hope settled new school great day,ham,ham
hurt tease make cry end life die plz keep one rose grave say miss u,ham,ham
hen night going swing,ham,ham
cool come like lt gt ish,ham,ham
aight see bit,ham,ham
theoretically yeah could able come,ham,ham
call say coming today ok tell fool like ok,ham,ham
ok many buy,ham,ham
huh slow tot u reach long ago liao u 2 days 4 leh,ham,ham
think one saying clearly ok leave need ask go come,ham,ham
nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,ham,ham
yes fine love safe,ham,ham
going 4 lunch wif family aft dat go str 2 orchard lor,ham,ham
send someone else,ham,ham
pathaya enketa maraikara pa,ham,ham
also sir sent email log usc payment portal send another message explain things back home great weekend,ham,ham
u today,ham,ham
please attend phone,ham,ham
still havent collected dough pls let know go place sent get control number,ham,ham
hmmm mayb try e shoppin area one forgot e name hotel,ham,ham
tell friend come round til like lt gt ish,ham,ham
urgent call 09061749602 landline complimentary 4 tenerife holiday 10 000 cash await collection sae cs box 528 hp20 1yf 150ppm 18,smishing,smishing
show wot say could u c 4 dust,ham,ham
almost see u sec,ham,ham
good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always,ham,ham
r meeting,ham,ham
thanks looking really appreciate,ham,ham
guys planning coming,ham,ham
x course 2yrs messages messenger lik r sending,ham,ham
todays vodafone numbers ending 0089 last four digits selected received 350 award number matches please call 09063442151 claim 350 award,smishing,smishing
tot u reach liao said shirt,ham,ham
like jerk,ham,ham
one interested may business plan,ham,ham
like tell deepest darkest fantasies call 09094646631 60p min stop texts call 08712460324 nat rate,spam,ham
love hope anything drastic dare sell pc phone,ham,ham
guy browsin compulsory,ham,ham
exhausted train morning much wine pie sleep well,ham,ham
way school pls send ashley number,ham,ham
later guess needa mcat study,ham,ham
free entry gr8prizes wkly comp 4 chance win latest nokia 8800 psp 250 cash every wk txt great 80878 08715705022,smishing,spam
ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday,ham,ham
pick,ham,ham
means got epi fine,ham,ham
outstanding tax refund 578 44g8p tax year 15 16 please fill following form process refund,smishing,ham
good morning dear great day enjoy,ham,ham
fine remember,ham,ham
78 mca conform,ham,ham
ur paper e morn aft tmr,ham,ham
yes da plm ur office,ham,ham
went attend another two rounds today still reach home,ham,ham
u want xmas 100 free text messages new video phone half price line rental call free 0800 0721072 find,smishing,smishing
room number wanna make sure knocking right door,ham,ham
like shaking booty dance floor,ham,ham
time ur flight tmr,ham,ham
place get rooms cheap,ham,ham
tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow,smishing,smishing
yo call get chance friend mine wanted ask big order,ham,ham
thanks vote sing along stars karaoke mobile free link reply sing,spam,ham
know result,ham,ham
feel mr real valentine yo valentine even tho u hardly play,ham,ham
yeah whatever lol,ham,ham
gonna ring weekend wot,ham,ham
u win 100 music gift vouchers every week starting txt word draw 87066 tscs skillgame 1winaweek age16 150ppermesssubscription,spam,spam
gonna worry nothing give money use,ham,ham
change windows logoff sound,ham,ham
oh k k big hitter anyway good,ham,ham
anything lor juz us lor,ham,ham
think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,ham,ham
many people seems special first sight remain special till last sight maintain till life ends virat,ham,ham
havent planning buy later check already lido got 530 show e afternoon u finish work already,ham,ham
mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,smishing,smishing
sleeping surfing enjoying free time,ham,ham
watch lor saw swatch one thk quite ok ard 116 need 2nd opinion leh,ham,ham
wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry give sorry offered sorry room embarassing,ham,ham
langport sorry probably bed 9pm sucks ill xmas go2sri lanka,ham,ham
let know details fri u find cos tom fri mentionned chinese thanks,ham,ham
ok april cant wait,ham,ham
tough,ham,ham
part initiate understand,ham,ham
good luck draw takes place 28th feb 06 good luck removal send stop 87239 customer services 08708034412,smishing,ham
32 5 common car better buy china asia find less expensive holla,ham,ham
sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,ham,ham
nah help never iphone,ham,ham
make life stressfull always find time laugh may add years life surely adds life ur years gud ni8 swt dreams,ham,ham
sorry able get see morning,ham,ham
oh ic thought meant mary jane,ham,ham
yes posted couple pics fb still snow outside waking,ham,ham
know people hit hit yes,ham,ham
ok beautiful,ham,ham
urgent please call 09061213237 landline 5000 cash 4 holiday await collection cs sae po box 177 m227xy 16,smishing,smishing
ur paper,ham,ham
bring tat cd forget,ham,ham
hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,ham,ham
said right giggle saw u would possibly first person2die nvq think much could,ham,ham
dunno lei thk mum lazy go neva ask yet,ham,ham
hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 v pist love pete x x x,ham,ham
urgent trying contact u todays draw shows 800 prize guaranteed call 09050001809 land line claim m95 valid12hrs,smishing,smishing
sorry earlier putting fires around talk 9 actually life lol,ham,ham
movie collect car oredi,ham,ham
yet chikku going room nw bus,ham,ham
dear paytm customer paytm kyc suspended pay tm office ph 7908807538 paytm c block within 24hr thank,smishing,smishing
would really appreciate call need someone talk,ham,ham
usf guess might well take 1 car,ham,ham
free message thanks using auction subscription service 18 150p msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,smishing,spam
good stuff,ham,ham
mobile office mms settings successfully delivered phone access airtel live long pressing 0 key nokia phones launch internet browser select airtel live goto pay activation rental browsing charges airtel live pay download content send mms,spam,ham
plan sanction per mpd2021 x tra floor x tra area dda mcd dsidc huda gurgaon faridabad noida hi tech architects 9212012222 65657777 hi tech com,spam,ham
well little time thing good times ahead,ham,ham
literally bed like lt gt hours,ham,ham
k need login anything,ham,ham
tick tick tick babe,ham,ham
auntie huai juan never pick phone,ham,ham
cute thought friendship necessary share every secret ur close frnd watever u shared true,ham,ham
go 4 e normal pilates intro,ham,ham
hows street end library walk,ham,ham
want new video handset 750 time network mins unlimited text camcorder reply call 08000930705 del sat,smishing,smishing
valued customer pleased advise following recent review mob awarded 2000 bonus prize call 09066364529,smishing,smishing
ages abj,ham,ham
dude saw parked car sunroof popped sux,ham,ham
urgent call 09066612661 landline complementary 4 tenerife holiday 10 000 cash await collection sae cs po box 3 wa14 2px 150ppm 18 sender hol offer,smishing,smishing
gr8 poly tones 4 mobs direct 2u rply poly title 8007 eg poly breathe1 titles crazyin sleepingwith finest ymca getzed co uk pobox365o4w45wq 300p,spam,spam
sorry came ur place later,ham,ham
hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,ham,ham
plans yet,ham,ham
fyi gonna call sporadically starting like lt gt bc doin shit,ham,ham
u lost ill always b 4u intend 2 hurt u never knew u felt iwas marine itried2tell urmom careabout u,ham,ham
good swimsuit allowed,ham,ham
babe goes day miss already love loving kiss hope everything goes well,ham,ham
might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry,ham,ham
whenever see still hook,ham,ham
mum repent,ham,ham
left yet probably gonna til dinner,ham,ham
dear voucher holder next meal us use following link pc 2 enjoy 2 4 1 dining experience,smishing,ham
yo carlos friends already asking working weekend,ham,ham
actually whatever find excuse tampa point january though,ham,ham
dun wan watch infernal affair,ham,ham
imagine life without see fast u searching worry l always disturb u goodnoon,ham,ham
number,ham,ham
please call amanda regard renewing upgrading current mobile handset free charge offer ends today tel 0845 021 3680 subject c,smishing,ham
sorry vikky watching olave mandara movie kano trishul theatre wit frnds,ham,ham
summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804,spam,spam
huh cant go 2 ur house empty handed right,ham,ham
alright omw gotta change order half8th,ham,ham
sir waiting mail,ham,ham
dont forget place many free requests 1stchoice co uk wish information call 08707808226,smishing,ham
see christmassy,ham,ham
guess useless calling u 4 something important,ham,ham
meeting darren,ham,ham
todays voda numbers ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rates apply,smishing,smishing
yup ok,ham,ham
k happen tonight,ham,ham
3 free tarot texts find love life try 3 free text chance 85555 16 3 free msgs 1 50,spam,spam
ya srsly better yi tho,ham,ham
hurry home u big butt hang last caller u food done starving ask cooked,ham,ham
fine give call knows wants questions,ham,ham
u talking,ham,ham
printed oh lt gt come upstairs,ham,ham
hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,ham,ham
want come online,ham,ham
chosen receive 350 award pls call claim number 09066364311 collect award selected receive valued mobile customer,smishing,smishing
k must book huh going yoga basic sunday,ham,ham
get tomorrow send,ham,ham
wake lt gt morning,ham,ham
tomarrow final hearing laptop case cant,ham,ham
texted finished long time ago showered er ything,ham,ham
well going aunty,ham,ham
cause freaky lol,ham,ham
private 2003 account statement 07808 xxxxxx shows 800 un redeemed points call 08719899217 identifier code 41685 expires 07 11 04,smishing,smishing
u 100 gift vouchers week starting call 08718738034,smishing,ham
cant pick phone right pls send message anything urgent,ham,ham
email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email call 123,spam,ham
tried contact reply offer video handset 750 anytime networks mi reply call 08000930705,smishing,smishing
okie good news,ham,ham
around still asleep v,ham,ham
k fyi back parents place south tampa might need deal somewhere else,ham,ham
oh k placement ah,ham,ham
ugh u apologize admit u wrong ask take u back,ham,ham
check wid corect speling e sarcasm,ham,ham
reply win 100 weekly professional sport tiger woods play send stop 87239 end service,spam,spam
call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,spam,ham
double mins 1000 txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout hf8,spam,spam
released vday shirts u put makes bottom half naked instead white underwear,ham,ham
take exam march 3,ham,ham
welcome select o2 service added benefits call specially trained advisors free mobile dialling 402,spam,smishing
fine good hear dear happy new year oh,ham,ham
mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,ham,ham
already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless,ham,ham
otherwise part time job tuition difficult,ham,ham
b4 thursday,ham,ham
quite ok bit ex u better go eat smth else feel guilty,ham,ham
know grumpy old people mom like better lying always one play jokes,ham,ham
nothing meant money enters account bank remove flat rate someone transfered lt gt account lt gt dollars got removed banks differ charges also differ sure trust 9ja person sending account details cos,ham,ham
actual exam harder nbme,ham,ham
possible,ham,ham
right think,ham,ham
lol oh got friend dog,ham,ham
done,ham,ham
hate turns fun day annoying day quarrels,ham,ham
widelive com index wml id 820554ad0a1705572711 first true c c ringtone,smishing,ham
time think need know near campus,ham,ham
ok din get ur msg,ham,ham
got like lt gt get later though get whatever feel like,ham,ham
diet ate 1 many slices pizza yesterday ugh always diet,ham,ham
symptoms u love 1 u like listening songs 2 u get stopped u see name beloved 3 u get angry,ham,ham
swt thought nver get tired little things 4 lovable persons coz somtimes little things occupy biggest part hearts gud ni8,ham,ham
win winner mr tilo ipod exciting prizes soon keep eye ur mobile visit,smishing,ham
omg want scream weighed lost weight woohoo,ham,ham
hey gals anyone u going e driving centre tmr,ham,ham
natalie 20 f inviting friend reply yes 165 165 see,smishing,ham
2nd time tried contact u u 400 prize 2 claim easy call 087104711148 10p per minute bt national rate,smishing,smishing
k wait chikku il send aftr lt gt mins,ham,ham
2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible,ham,ham
dont let studying stress l8r,ham,ham
ok great thanx lot,ham,ham
wow love sooo much know barely stand wonder day goes well love think miss,ham,ham
good morning plz call sir want talk u something urgent,ham,ham
